city_name,hotel_name,rating_category,hotel_rating,num_reviews,location,availability_status,link,currency,link_domain
Costa Del Sol Towns,Apartamento Carihuela A 300 Metros Playa,Superb,9.49,16,La Carihuela,Available,https://www.booking.com/hotel/es/soleado-apartamento-a-300-metros-playa-carihuela.en-gb.html,Pkr,Booking.Com
Tartu-Suburb,Stay To Stay Apartments - Vãµtmeta Sissepã¤Ã¤S,Fabulous,8.98,960,Tartu,Available,https://www.booking.com/hotel/ee/stay-to-stay-apartments.en-gb.html,Pkr,Booking.Com
Berlin,"Ruiz, White and Elliott Hotel",Poor,5.9,865,32996 Meghan Square,Unavailable,https://www.booking.com/hotel/982c13f5.html,Pkr,Booking.Com
Fos-Sur-Mer,Charmant Studio/T2 Au Calme Avec Jardin Et Parking,Superb,9.29,33,Fos-sur-Mer,Available,https://www.booking.com/hotel/fr/charmant-studio-47-t2-au-calme-avec-jardin-et-parking.en-gb.html,Pkr,Booking.Com
Istanbul,Ring Stone Hotels Bosphorus - Special Class,Fabulous,8.78,3340,"Beyoglu, Istanbul (Taksim)",Available,https://www.booking.com/hotel/tr/ring-stone-hotels-bosphorus.en-gb.html,Pkr,Booking.Com
Kos,Sonia Hotel & Suites - Adults Only,Fabulous,8.88,1122,Kos Town,Available,https://www.booking.com/hotel/gr/sonia.en-gb.html,Pkr,Booking.Com
Rome,"Kerr, Watson and Valdez Hotel",Average,6.2,70,7647 Sarah Drive,Available,https://www.booking.com/hotel/a6d3e849.html,Pkr,Booking.Com
Killarney-Suburb,Niche Living - Dun Laoghaire,Fabulous,8.78,869,Dublin,Available,https://www.booking.com/hotel/ie/stylish-studios-dublin-sk.en-gb.html,Pkr,Booking.Com
Malang,Kertanegara Premium Guest House,Very Good,8.08,553,Malang,Available,https://www.booking.com/hotel/id/kertanegara-premium-guest-house.en-gb.html,Pkr,Booking.Com
Freiburg,Tuniberg Restaurant Hotel,Very Good,8.28,1503,Freiburg im Breisgau,Available,https://www.booking.com/hotel/de/tuniberg-restaurant.en-gb.html,Pkr,Booking.Com
Berlin,"Martinez, Hogan and Anderson Hotel",Poor,5.3,1733,292 Young Manors,Available,https://www.booking.com/hotel/6e69a3ec.html,Pkr,Booking.Com
Bali,Riyuri Guesthouse,Superb,9.49,40,"Babakan, Tumbak Bayuh (Babakan)",Available,https://www.booking.com/hotel/id/riyuri-guesthouse.en-gb.html,Pkr,Booking.Com
Brașov,Old Town View & Balcony Apartments Mm Host,Exceptional,9.59,35,Braşov,Available,https://www.booking.com/hotel/ro/brasov-old-town-with-mountain-view.en-gb.html,Pkr,Booking.Com
Bucharest-Suburb,Radisson Blu Hotel Bucharest,Fabulous,8.98,4202,"Sector 1, Bucharest",Available,https://www.booking.com/hotel/ro/radisson-sas-bucharest.en-gb.html,Pkr,Booking.Com
Rome,Munoz Inc Hotel,Good,7.2,160,388 Jennifer Square,Available,https://www.booking.com/hotel/b89ac6db.html,Pkr,Booking.Com
Alexandria,Le Metropole Luxury Heritage Hotel Since 1902 By Paradise Inn Group,Superb,9.49,2292,Alexandria,Available,https://www.booking.comhttps://www.booking.com/hotel/eg/le-metropole.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDNYBGi1AYgBAZgBM7gBGcgBDNgBA-gBAfgBAYgCAagCAbgCp5v4xwbAAgHSAiQ5YjJlMTQwNS1kNDZjLTRkMTgtODcxMy1iOTNkOTMxMTA0N2PYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=121&sr_order=popularity&srpvid=67975493107a00e7&srepoch=1761480104&from=searchresults,Pkr,Booking.Com
Auckland,Adina Apartment Hotel Auckland Britomart,Fabulous,8.68,3335,"Britomart, Auckland (Britomart)",Available,https://www.booking.com/hotel/nz/adina-apartment-auckland-britomart.en-gb.html,Pkr,Booking.Com
Faro,Golden Beach Guest House & Rooftop Bar,Very Good,8.38,1403,Faro,Available,https://www.booking.com/hotel/pt/luxury-beach-guest-house.en-gb.html,Pkr,Booking.Com
Rome,"Rios, Espinoza and West Hotel",Average,6.6,704,6268 Cox Harbors,Unavailable,https://www.booking.com/hotel/c4f80d08.html,Pkr,Booking.Com
Dijon,Le Pop Art - Topbnb Dijon,Good,7.67,109,Dijon,Available,https://www.booking.com/hotel/fr/le-pop-art.en-gb.html,Pkr,Booking.Com
Annecy,Loverchy,Fabulous,8.88,139,Annecy,Available,https://www.booking.com/hotel/fr/loverchy.en-gb.html,Pkr,Booking.Com
Slonim,Apartament Parking & Balkon,Fabulous,8.88,83,"Fabryczna, WrocÅaw",Available,https://www.booking.com/hotel/pl/apartament-parking-amp-balkon.en-gb.html,Pkr,Booking.Com
Phuket,Price LLC Hotel,Good,7,1959,22265 Jeffrey Mount,Available,https://www.booking.com/hotel/e08da72d.html,Pkr,Booking.Com
Jerusalem,Prima Kings Hotel,Superb,9.09,814,"West Jerusalem, Jerusalem (West Jerusalem)",Available,https://www.booking.com/hotel/il/prima-kings.en-gb.html,Pkr,Booking.Com
Marbella,Hotel Lima - Adults Recommended,Fabulous,8.98,2215,"Marbella City Centre, Marbella",Available,https://www.booking.com/hotel/es/lima.en-gb.html,Pkr,Booking.Com
Killarney-Suburb,Coliemore Acommodation Dalkey,Fabulous,8.68,373,Dalkey,Available,https://www.booking.com/hotel/ie/coliemore-acommodation-dalkey.en-gb.html,Pkr,Booking.Com
Berlin,Baker-Davis Hotel,Poor,5.9,1143,591 Laura Causeway Apt. 277,Unavailable,https://www.booking.com/hotel/68303604.html,Pkr,Booking.Com
Kamalapur,The Sundown Hampi,Good,7.77,39,New Hampi,Available,https://www.booking.com/hotel/in/the-sundown-hampi.en-gb.html,Pkr,Booking.Com
Hel,Waldorf Astoria Helsinki,Superb,9.29,168,"Kruununhaka, Helsinki",Available,https://www.booking.com/hotel/fi/waldorf-astoria-helsinki.en-gb.html,Pkr,Booking.Com
Hanoi-Suburb,Sofitel Legend Metropole Hanoi,Superb,9.49,669,"Hoan Kiem, Hanoi (Old Quarter)",Available,https://www.booking.com/hotel/vn/sofitelmetropole.en-gb.html,Pkr,Booking.Com
Berlin,Miller-Bowers Hotel,Excellent,9.3,632,8240 Fernandez Island,Available,https://www.booking.com/hotel/b624d58c.html,Pkr,Booking.Com
Florianopolis,Pousada Revoada Dos Papagaios,Fabulous,8.98,33,"Campeche, Florianópolis",Available,https://www.booking.com/hotel/br/revoada-dos-papagaios.en-gb.html,Pkr,Booking.Com
Harare,New Ambassador Hotel,Good,7.17,574,Harare,Available,https://www.booking.comhttps://www.booking.com/hotel/zw/new-ambassador.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9oYXJhcmVIM1gEaLUBiAEBmAEzuAEZyAEM2AED6AEB-AEBiAIBqAIBuAKZmvjHBsACAdICJDQ0YzE0MjU2LTM5OGUtNDdiYy1hZmEwLWNlZThhZTAzYjM2ONgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=94&sr_order=popularity&srpvid=5ac1544c91a400b4&srepoch=1761479962&from=searchresults,Pkr,Booking.Com
Chittagong,Best Western S K S Chattogram,Very Good,8.38,15,Chittagong,Available,https://www.booking.com/hotel/bd/grand-pacific.en-gb.html,Pkr,Booking.Com
Barcelona,Anderson-Marshall Hotel,Poor,5.6,1280,059 Hill Plains,Unavailable,https://www.booking.com/hotel/dc8e7f00.html,Pkr,Booking.Com
Houston,"The Chifley Houston, Tapestry Collection By Hilton",Very Good,8.28,183,"Galleria - Uptown, Houston",Available,https://www.booking.com/hotel/us/the-chifley-houston-tapestry-collection-by-hilton.en-gb.html,Pkr,Booking.Com
Marseille-Suburb,B&B Hotel Marseille Centre La Timone,Good,7.97,1922,"Baille-La Timone, Marseille",Available,https://www.booking.com/hotel/fr/all-seasons-marseilletimone.en-gb.html,Pkr,Booking.Com
Lisbon,Hotel Inn Rossio,Good,7.57,3307,"Santa Maria Maior, Lisbon",Available,https://www.booking.com/hotel/pt/hotel-inn-rossio.en-gb.html,Pkr,Booking.Com
Barcelona,"Jones, Cummings and Werner Hotel",Good,7.8,460,798 Myers Underpass,Available,https://www.booking.com/hotel/7bc46deb.html,Pkr,Booking.Com
Colombo,Sayura House,Superb,9.49,677,"Wellawatte, Colombo",Available,https://www.booking.com/hotel/lk/sayura-house-colombo.en-gb.html,Pkr,Booking.Com
Chania,Epavli Grace Hotel,Superb,9.39,584,Chania Town,Available,https://www.booking.com/hotel/gr/epavli-grace.en-gb.html,Pkr,Booking.Com
Brussels,Murphy-Bryant Hotel,Good,7.6,3188,63470 Evans Keys,Available,https://www.booking.com/hotel/3217d1f1.html,Pkr,Booking.Com
Kaunas,Apple Economy Hotel,Good,7.27,1419,"Old Town , Kaunas",Available,https://www.booking.com/hotel/lt/apple-economy.en-gb.html,Pkr,Booking.Com
Whangarei,Discovery Settlers Hotel,Good,7.77,496,Whangarei,Available,https://www.booking.com/hotel/nz/discovery-settlers.en-gb.html,Pkr,Booking.Com
Belize City,Grand Resort & Residences,Superb,9.19,18,Belize City,Available,https://www.booking.comhttps://www.booking.com/hotel/bz/grand-resort-amp-residences.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEnNlYXJjaF9iZWxpemUgY2l0eUgzWARotQGIAQGYATO4AQfIAQ3YAQPoAQH4AQGIAgGoAgG4Apug-McGwAIB0gIkOWNlNWU5NDMtZTZjMy00MzBmLTljMDctZDcwYmFiNjhlNzEw2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=31&sr_order=popularity&srpvid=e86a55cd98ac039a&srepoch=1761480732&from=searchresults,Pkr,Booking.Com
Dublin,Rosario-Roy Hotel,Average,6.6,2412,56987 Sarah Groves,Unavailable,https://www.booking.com/hotel/a59c7154.html,Pkr,Booking.Com
Vilnius-Suburb,Park Inn By Radisson Vilnius Airport Hotel & Conference Centre,Superb,9.29,6458,"Naujininkai, Vilnius",Available,https://www.booking.com/hotel/lt/park-inn-by-radisson-vilnius-airport-business-centre.en-gb.html,Pkr,Booking.Com
Savonlinna,Wiisalan Kartano,Superb,9.49,67,Savonlinna,Available,https://www.booking.com/hotel/fi/wiisalan-kartano.en-gb.html,Pkr,Booking.Com
Brno,Apartmánový Dům Centrum,Fabulous,8.88,1098,"Brno - centre, Brno",Available,https://www.booking.com/hotel/cz/apartma-nova1-2-da-m-centrum.en-gb.html,Pkr,Booking.Com
Brussels,Owens Ltd Hotel,Very Good,8.7,1394,3245 Wright Key Suite 764,Available,https://www.booking.com/hotel/4c5bf378.html,Pkr,Booking.Com
Chiang Mai,Thee Kashatharn By Th District,Fabulous,8.78,1386,"Hai ya, Chiang Mai",Available,https://www.booking.com/hotel/th/chiang-mai-chang-thai-house.en-gb.html,Pkr,Booking.Com
Sorrento,Hotel Plaza,Superb,9.19,509,"Sorrento City Centre, Sorrento",Available,https://www.booking.com/hotel/it/plaza-sorrento.en-gb.html,Pkr,Booking.Com
Oran-Suburb,Luxueux T3 À Oran.,Superb,9.49,18,Oran,Available,https://www.booking.com/hotel/dz/luxueux-t3-a-oran.en-gb.html,Pkr,Booking.Com
Berlin,"Joseph, Neal and Robinson Hotel",Very Good,8.3,3685,43522 Stephen Extensions,Available,https://www.booking.com/hotel/fabb7e03.html,Pkr,Booking.Com
Lienz,Familienhotel Moos-Alm,Superb,9.39,247,Lienz,Available,https://www.booking.com/hotel/at/familienhotel-moos-alm.en-gb.html,Pkr,Booking.Com
Nagoya-Suburb,Comfort Inn Nagoya Sakae,Very Good,8.58,1690,"Naka Ward, Nagoya (Sakae)",Available,https://www.booking.com/hotel/jp/comfort-inn-nagoya-sakae.en-gb.html,Pkr,Booking.Com
Rome,Bradley-Anthony Hotel,Average,6.6,1561,288 Sharon Prairie Apt. 334,Unavailable,https://www.booking.com/hotel/482eb22b.html,Pkr,Booking.Com
Cannes,Hotel America,Very Good,8.28,909,"Cannes City-Centre, Cannes",Available,https://www.booking.com/hotel/fr/america-cannes.en-gb.html,Pkr,Booking.Com
Stockholm-Suburb,Hotel Giã²; Bw Signature Collection,Fabulous,8.68,4226,Solna,Available,https://www.booking.com/hotel/se/gio.en-gb.html,Pkr,Booking.Com
Fortaleza,Apart-Hotel Terraços Do Atlântico,Exceptional,9.59,227,"Meireles, Fortaleza",Available,https://www.booking.com/hotel/br/apart-terracos-do-atlantico.en-gb.html,Pkr,Booking.Com
Phuket,Taylor LLC Hotel,Average,6.9,338,802 Christopher Center,Available,https://www.booking.com/hotel/9083b9ec.html,Pkr,Booking.Com
Salzburg-Suburb-2,Country Motel Ipswich,Fabulous,8.68,924,Ipswich,Available,https://www.booking.com/hotel/au/country-comfort-ipswich.en-gb.html,Pkr,Booking.Com
Belo Horizonte,Nobile Hotel Belo Horizonte,Very Good,8.48,2633,"Pampulha, Belo Horizonte",Available,https://www.booking.com/hotel/br/san-diego-express-aeroporto-pampulha.en-gb.html,Pkr,Booking.Com
Scarborough,"The Clarence Gardens Hotel, Bw Signature Collection",Superb,9.09,664,Scarborough,Available,https://www.booking.com/hotel/gb/the-clarence-gardens.en-gb.html,Pkr,Booking.Com
Berlin,Villanueva-Davis Hotel,Good,7.2,2375,00393 Weiss Way Suite 110,Unavailable,https://www.booking.com/hotel/087ef4c0.html,Pkr,Booking.Com
Paros,Panorama Paros,Very Good,8.38,433,Parikia,Available,https://www.booking.com/hotel/gr/panorama-paros.en-gb.html,Pkr,Booking.Com
Lahore,Hotel Green Fort Gulberg,Good,7.67,787,Lahore,Available,https://www.booking.com/hotel/pk/green-fort-lahore1.en-gb.html,Pkr,Booking.Com
Tavira,Galeria Guesthouse,Fabulous,8.98,68,Tavira,Available,https://www.booking.com/hotel/pt/galeria-guesthouse.en-gb.html,Pkr,Booking.Com
Dublin,Parker-Griffith Hotel,Very Good,8.6,3412,0849 Leblanc Cove Apt. 605,Available,https://www.booking.com/hotel/75439c61.html,Pkr,Booking.Com
Elche,Centro / Internet / Parking / Aire Acondicionado,Exceptional,9.89,63,Elche,Available,https://www.booking.com/hotel/es/centro-47-internet-47-parking-47-aire-acondicionado.en-gb.html,Pkr,Booking.Com
Paro,Fotilia Hotel,Superb,9.39,464,Naousa,Available,https://www.booking.comhttps://www.booking.com/hotel/gr/fotilia.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCC3NlYXJjaF9wYXJvSDNYBGi1AYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCwKn4xwbAAgHSAiQxOGRmN2M4NC00MjU4LTRlNzEtODg1Ny1iMzNhNmE1MTZmMWLYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=40&sr_order=popularity&srpvid=95ff582093760146&srepoch=1761481921&from=searchresults,Pkr,Booking.Com
Razgrad,Botev Houses,Superb,9.29,13,Mirovets,Available,https://www.booking.com/hotel/bg/botev-houses.en-gb.html,Pkr,Booking.Com
Rome,Bentley-Aguirre Hotel,Average,6.8,1468,36852 Amanda Prairie Apt. 350,Available,https://www.booking.com/hotel/a5a03bea.html,Pkr,Booking.Com
Nicosia-Suburb,Studio In The Centre Of Nicosia 2,Superb,9.19,108,Nicosia,Available,https://www.booking.com/hotel/cy/studio-in-the-centre-of-nicosia-2.en-gb.html,Pkr,Booking.Com
Trogir,Mar Deluxe Apartments,Superb,9.49,93,"Seget Donji, Trogir",Available,https://www.booking.com/hotel/hr/apartment-mar-deluxe.en-gb.html,Pkr,Booking.Com
Amsterdam,"Turner, Scott and Phillips Hotel",Very Good,8.7,2212,466 Brian Mill Apt. 746,Available,https://www.booking.com/hotel/842ddbf3.html,Pkr,Booking.Com
Phnom Penh,Residence 105 Hotel And Apartment,Fabulous,8.68,456,Phnom Penh,Available,https://www.booking.com/hotel/kh/residence-105-and-apartment.en-gb.html,Pkr,Booking.Com
Bilbao,Apartamento Puerta Del Camino 7,Very Good,8.28,64,Bilbao,Available,https://www.booking.comhttps://www.booking.com/hotel/es/apartamento-puerta-del-camino-7-bilbo.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9iaWxiYW9IM1gEaLUBiAEBmAEzuAEHyAEN2AED6AEB-AEBiAIBqAIBuAKyrPTHBsACAdICJGUyODAxNDM3LTgwMjYtNDllOS1iYzlmLWY3NTBkOGE1YTliY9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=148&sr_order=popularity&srpvid=2bdf8199fb3805b9&srepoch=1761416755&from=searchresults,Pkr,Booking.Com
Siena,Albergo Chiusarelli,Fabulous,8.68,2480,"Siena City Centre, Siena",Available,https://www.booking.com/hotel/it/albergochiusarellisiena.en-gb.html,Pkr,Booking.Com
Amsterdam,"Ray, Wagner and Roberson Hotel",Average,6.6,1857,667 Leonard Stream,Unavailable,https://www.booking.com/hotel/3e4f1732.html,Pkr,Booking.Com
Satna,Alezzi Majestic Apartments 97,Exceptional,9.99,17,Mamaia Nord,Available,https://www.booking.com/hotel/ro/alezzi-majestic-apartments-mamaia-sat.en-gb.html,Pkr,Booking.Com
Plzen,Hotel U Pramenu,Fabulous,8.68,1329,Plzeň,Available,https://www.booking.com/hotel/cz/u-pramenu.en-gb.html,Pkr,Booking.Com
Salta,Cozy Home Salta,Fabulous,8.98,155,Salta,Available,https://www.booking.com/hotel/ar/cozy-home-salta.en-gb.html,Pkr,Booking.Com
Phuket,"Gentry, Payne and Cruz Hotel",Average,6.6,3757,160 Christian Glen,Available,https://www.booking.com/hotel/0a94bd6d.html,Pkr,Booking.Com
Doha-Suburb,"Radisson Blu Hotel, Doha",Very Good,8.38,7447,Doha,Available,https://www.booking.com/hotel/qa/radisson-blu-doha.en-gb.html,Pkr,Booking.Com
Xian,The Westin Xi'An - Enjoy 2 Free Bottles Of Beer,Fabulous,8.98,93,"Yanta, Xi'an (Qujiang Exhibition Area)",Available,https://www.booking.comhttps://www.booking.com/hotel/cn/the-westin-xian.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCC3NlYXJjaF94aWFuSDNYBGi1AYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCzLb0xwbAAgHSAiQ4ODRiMzQ4Zi1kMTRkLTRkNTktOThkNS1hNDVlZTRiNzcxODfYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=117&sr_order=popularity&srpvid=fd80842641800063&srepoch=1761418062&from=searchresults,Pkr,Booking.Com
Podgorica-Suburb,Matija Urban Suits- Downtown,Exceptional,9.79,130,Podgorica,Available,https://www.booking.com/hotel/me/matija-urban-suits.en-gb.html,Pkr,Booking.Com
Barcelona,"Haynes, Wilson and Kelley Hotel",Average,6.6,2258,53198 Cody Islands,Unavailable,https://www.booking.com/hotel/8711184d.html,Pkr,Booking.Com
Elgin,Old Mills Garden,Superb,9.19,79,Elgin,Available,https://www.booking.com/hotel/gb/old-mills-garden-elgin.en-gb.html,Pkr,Booking.Com
Tarragona,H10 Imperial Tarraco 4 Sup,Superb,9.09,5112,Tarragona,Available,https://www.booking.com/hotel/es/h10-imperial-tarraco.en-gb.html,Pkr,Booking.Com
Vitoria,Ibis Vitoria Aeroporto,Very Good,8.18,1300,Vitória,Available,https://www.booking.com/hotel/br/ibis-vitoria-aeroporto.en-gb.html,Pkr,Booking.Com
Berlin,Knight PLC Hotel,Average,6.7,172,05053 Stephanie Meadow,Unavailable,https://www.booking.com/hotel/c34e314b.html,Pkr,Booking.Com
Powys Towns,The Ville Resort - Casino,Very Good,8.38,575,Townsville,Available,https://www.booking.com/hotel/au/the-ville-resort-casino.en-gb.html,Pkr,Booking.Com
Perast,Conte Hotel & Restaurant,Superb,9.09,1795,Perast,Available,https://www.booking.com/hotel/me/restoran-conte.en-gb.html,Pkr,Booking.Com
Lisbon-Suburb,Knowing Home 110Sqm,Superb,9.29,30,Parede,Available,https://www.booking.com/hotel/pt/knowing-home.en-gb.html,Pkr,Booking.Com
Phuket,"Reynolds, Richardson and Lee Hotel",Poor,5.6,2865,34248 Nathaniel Avenue,Available,https://www.booking.com/hotel/c942856f.html,Pkr,Booking.Com
Teresopolis,Pousada Oasis Teresopolis,Fabulous,8.68,343,TeresÃ³polis,Available,https://www.booking.com/hotel/br/pousada-oasis-teresopolis.en-gb.html,Pkr,Booking.Com
Kfar Saba,קראוון רעננה,Good,7.77,3,Ra‘ananna,Available,https://www.booking.com/hotel/il/qrvvn-r-nnh.en-gb.html,Pkr,Booking.Com
Sydney,Novotel Sydney Darling Harbour,Very Good,8.18,7394,"Sydney CBD, Sydney (Darling Harbour)",Available,https://www.booking.com/hotel/au/sydney-darling-harbour.en-gb.html,Pkr,Booking.Com
Barcelona,"Navarro, Barry and Roberts Hotel",Very Good,8.1,1942,92461 Matthews Crossroad,Available,https://www.booking.com/hotel/e90e8db0.html,Pkr,Booking.Com
Lesbos Towns,The Palmer Collective,Fabulous,8.78,1736,Townsville,Available,https://www.booking.com/hotel/au/the-palmer-collective-townsville.en-gb.html,Pkr,Booking.Com
Trikala,Green Corner Retro Apartment,Fabulous,8.68,13,TrÃ­kala,Available,https://www.booking.com/hotel/gr/green-corner-retro-apartment.en-gb.html,Pkr,Booking.Com
Sanlucar,Apartamento Centro San Diego,Good,7.97,87,Sanlúcar de Barrameda,Available,https://www.booking.com/hotel/es/apartamento-centro-san-diego.en-gb.html,Pkr,Booking.Com
Berlin,Davis Inc Hotel,Very Good,8.3,64,4812 Sandra Keys,Available,https://www.booking.com/hotel/1be8b1a1.html,Pkr,Booking.Com
Tunis-Suburb,Nomads Hostel Tunisia,Fabulous,8.78,776,Tunis,Available,https://www.booking.com/hotel/tn/nomads-hostel-tunisia.en-gb.html,Pkr,Booking.Com
Varberg,Apelvikens Camping & Cottages,Very Good,8.58,678,Varberg,Available,https://www.booking.com/hotel/se/apelvikens-stugor.en-gb.html,Pkr,Booking.Com
Klaipeda,Dangä Hotel,Superb,9.19,3594,KlaipÄda,Available,https://www.booking.com/hotel/lt/dange.en-gb.html,Pkr,Booking.Com
Berlin,"Meyer, Baxter and Martinez Hotel",Excellent,9.3,1054,389 Lee Turnpike,Unavailable,https://www.booking.com/hotel/6e121235.html,Pkr,Booking.Com
Donostia-San Sebastian,Hotel Ilunion San Sebastián,Fabulous,8.98,4138,"Antiguo, Donostia-San Sebastián",Available,https://www.booking.com/hotel/es/hotelsansebastian.en-gb.html,Pkr,Booking.Com
Crotone,B&B Milu',Superb,9.39,59,Crotone,Available,https://www.booking.com/hotel/it/milu.en-gb.html,Pkr,Booking.Com
Manta,Intiquilla Hotel,Exceptional,9.99,114,Manta,Available,https://www.booking.com/hotel/ec/intiquilla-manta.en-gb.html,Pkr,Booking.Com
Brussels,Navarro Ltd Hotel,Average,6.6,1042,1313 Jennifer Wells Suite 957,Available,https://www.booking.com/hotel/b199bb40.html,Pkr,Booking.Com
El Jadida,Dar Mazagão Ii,Superb,9.19,27,El Jadida,Available,https://www.booking.com/hotel/ma/dar-mazagao-ii.en-gb.html,Pkr,Booking.Com
Guadalajara (Spain),Pensiã³N El Otero 2,Very Good,8.38,617,Guadalajara,Available,https://www.booking.com/hotel/es/el-otero-2.en-gb.html,Pkr,Booking.Com
Sopot-Suburb,Sopotorium Hotel & Medical Spa,Superb,9.09,2541,"Karlikowo, Sopot",Available,https://www.booking.com/hotel/pl/sopotorium-medical-resort.en-gb.html,Pkr,Booking.Com
Brussels,"Martinez, Fisher and Pena Hotel",Excellent,9.5,84,2661 Grimes Crest Suite 452,Available,https://www.booking.com/hotel/722f7a8d.html,Pkr,Booking.Com
Taichung-Suburb,53 Hotel,Fabulous,8.68,2282,"Central District, Taichung",Available,https://www.booking.com/hotel/tw/fiftythreehotel.en-gb.html,Pkr,Booking.Com
Port Moresby,Citi Boutique Hotel - Lahara Avenue,Good,7.57,62,Port Moresby,Available,https://www.booking.com/hotel/pg/citi-boutique-lahara-avenue.en-gb.html,Pkr,Booking.Com
Samobor,Guesthouse Pavlin,Superb,9.39,279,Samobor,Available,https://www.booking.com/hotel/hr/pavlin.en-gb.html,Pkr,Booking.Com
Phuket,Harris and Sons Hotel,Poor,5.9,2242,3095 Morgan Extensions,Unavailable,https://www.booking.com/hotel/0b12543e.html,Pkr,Booking.Com
Nizwa,Manazil Inn ÙØ²Ù Ø§ÙÙÙØ§Ø²Ù,Fabulous,8.68,380,Nizwa,Available,https://www.booking.com/hotel/om/manazil-inn-nzl-lmnzl.en-gb.html,Pkr,Booking.Com
Odense,Modern Apartment Close To City,Superb,9.29,31,Odense,Available,https://www.booking.com/hotel/dk/modern-and-cozy-flat.en-gb.html,Pkr,Booking.Com
Valparaiso-Suburb,Casa Esmeralda,Superb,9.29,692,ValparaÃ­so,Available,https://www.booking.com/hotel/cl/casa-esmeralda.en-gb.html,Pkr,Booking.Com
Amsterdam,Gonzalez and Sons Hotel,Excellent,9,1619,7998 Michelle Prairie Apt. 945,Available,https://www.booking.com/hotel/c6bc8e58.html,Pkr,Booking.Com
Warsaw,Kolejowa Aparthotel,Fabulous,8.88,2281,"Wola, Warsaw",Available,https://www.booking.com/hotel/pl/kolejowa-aparthotel.en-gb.html,Pkr,Booking.Com
Florence-Suburb,La Quinta By Wyndham Florence,Good,7.57,1047,Florence,Available,https://www.booking.com/hotel/us/la-quinta-inn-suites-florence.en-gb.html,Pkr,Booking.Com
Kiev,Amarant Stay By Chm,Fabulous,8.68,601,"Podilskyj, Kyiv",Available,https://www.booking.com/hotel/ua/amarant.en-gb.html,Pkr,Booking.Com
Phuket,"Barry, Schwartz and Ramirez Hotel",Poor,5.6,538,3723 Smith Forks Apt. 562,Available,https://www.booking.com/hotel/c3995100.html,Pkr,Booking.Com
Pisa-Suburb,Ac Hotel By Marriott Pisa,Very Good,8.18,1047,Pisa,Available,https://www.booking.com/hotel/it/ac-pisa.en-gb.html,Pkr,Booking.Com
Koblenz,Hotel Kleiner Riesen,Very Good,8.58,2619,"Mitte, Koblenz",Available,https://www.booking.com/hotel/de/kleiner-riesen.en-gb.html,Pkr,Booking.Com
Tivat,Hotel Astoria,Good,7.87,397,Tivat,Available,https://www.booking.com/hotel/me/primavera.en-gb.html,Pkr,Booking.Com
Amsterdam,"Olson, Smith and Rodriguez Hotel",Very Good,8.1,1457,3207 Burns Meadows,Available,https://www.booking.com/hotel/11b2fe1b.html,Pkr,Booking.Com
Whangarei,Parkhill Accommodation,Very Good,8.38,144,Whangarei,Available,https://www.booking.com/hotel/nz/parkhill-accommodation.en-gb.html,Pkr,Booking.Com
Umeå-Suburb,Central Hel Lã¤Genhet. Nã¤Ra Till Allt.,Fabulous,8.98,37,UmeÃ¥,Available,https://www.booking.com/hotel/se/central-hel-lagenhet-nara-till-allt-umea.en-gb.html,Pkr,Booking.Com
Firenze-Suburb,"Sina Villa Medici, Autograph Collection",Very Good,8.58,181,"Santa Maria Novella, Florence",Available,https://www.booking.com/hotel/it/grand-villa-medici.en-gb.html,Pkr,Booking.Com
Phuket,Hill Group Hotel,Poor,5.7,957,90290 Nunez Extension,Available,https://www.booking.com/hotel/759a3bb8.html,Pkr,Booking.Com
Lamia,Ησυχο Και Ανετο Διαμέρισμα,Exceptional,9.89,35,Lamía,Available,https://www.booking.com/hotel/gr/esukho-kai-aneto-diamerisma.en-gb.html,Pkr,Booking.Com
Valladolid,Hotel Boutique Atrio,Superb,9.39,1080,"Valladolid City Centre, Valladolid",Available,https://www.booking.com/hotel/es/hotelatriovalladolid.en-gb.html,Pkr,Booking.Com
